project_id,worksite_id,project_year,state,subwatershed,watershed,subbasin,basin,project_source,adj_cost,pure_culv,fips,county,state_fips,emp_agforest,emp_mining,emp_util,emp_const,emp_manuf,emp_wholesale,emp_retail,emp_transport,emp_info,emp_finance,emp_realestate,emp_profsci,emp_mgmn,emp_admin,emp_educ,emp_health,emp_arts,emp_food,emp_other,nlcd_2001,nlcd_2004,nlcd_2006,nlcd_2008,nlcd_2011,nlcd_2013,nlcd_2016,snet_distm,snet_name,snet_spp,snet_use,nhd_dist_m,nhd_leng_m,nhd_r_code,nhd_ftype,slope_deg,here_distm,here_speed,here_class,here_paved,here_publi,geometry
WARCO_RCO_01-1333 R,WARCO_RCO_01-1333 R-WS-1251,2006,WA,MIDDLE CARBON RIVER,CARBON RIVER,PUYALLUP,PUGET SOUND,WA RCO,305445.0049659269,TRUE,53053,Pierce,53,0.0010296217517128585,0.0010423331313636345,0.0024405848929489977,0.09242020431424225,0.0890008431881835,0.046222813536771906,0.1524306276455559,0.039235791855395344,0.01673664987352177,0.04068488913558381,0.025477841946705423,0.041795016291751586,0.025024469405827744,0.058379129609464044,0.029439555271197286,0.1682901923231741,0.020350918820892423,0.09613192717226886,0.053866589833438554,42,42,42,42,42,42,42,1532.3,Carbon River,Chinook salmon,Migration only,86.07,1141,17110014000826,460,10.03066826,66.52,8,5,N,Y,"c(-121.9039573, 46.99507178)"
WARCO_RCO_01-1336 R,WARCO_RCO_01-1336 R-WS-1252,2006,WA,CHAMBERS CREEK,CHAMBERS CREEK-FRONTAL PUGET SOUND,PUGET SOUND,PUGET SOUND,WA RCO,1020341.2138624031,TRUE,53053,Pierce,53,0.0010296217517128585,0.0010423331313636345,0.0024405848929489977,0.09242020431424225,0.0890008431881835,0.046222813536771906,0.1524306276455559,0.039235791855395344,0.01673664987352177,0.04068488913558381,0.025477841946705423,0.041795016291751586,0.025024469405827744,0.058379129609464044,0.029439555271197286,0.1682901923231741,0.020350918820892423,0.09613192717226886,0.053866589833438554,42,42,42,42,23,23,23,16.03,Leach Creek,Chum salmon,Migration only,16.03,2788,17110019000746,460,0.56300789,31.53,5,4,Y,Y,"c(-122.5236263, 47.19834339)"
WARCO_RCO_01-1371 P,WARCO_RCO_01-1371 P-WS-1292,2003,WA,MIDDLE FORK SATSOP RIVER,SATSOP RIVER,LOWER CHEHALIS,WASHINGTON COASTAL,WA RCO,185721.70789887462,TRUE,53045,Mason,53,0.03272817092750401,0,0.002346548104236137,0.07459552920834878,0.1847597875756453,0.0511300481659874,0.19846856860565643,0.02223045572434235,0.012844263307397802,0.03939730764480672,0.030875632950475483,0.020624922810917625,0,0.02087192787452143,0,0.16746943312337903,0,0.08608126466592565,0.05557613931085587,42,42,42,42,42,42,42,42.01,Middle Fork Satsop River,Coho salmon,Spawning and rearing,15.15,225,17100104007132,460,6.45385456,153.02,7,5,N,Y,"c(-123.4648571, 47.30698479)"
WARCO_RCO_02-1440 P,WARCO_RCO_02-1440 P-WS-1724,2007,WA,MILL CREEK-CHEHALIS RIVER,SOUTH FORK CHEHALIS RIVER-CHEHALIS RIVER,UPPER CHEHALIS,WASHINGTON COASTAL,WA RCO,201342.81080204362,TRUE,53041,Lewis,53,0.03911681190639381,0,0,0.064966219524135907,0.18735924801723294,0.03789288162146284,0.1923528835797513,0.05894448252227553,0.012435131694898658,0.022226573974346422,0.018799569176539705,0.02310780377949672,0.0011260158621364928,0.03823558210124351,0.005874865367668658,0.14212278468618428,0.010623714873200822,0.10271222951140703,0.04210320180162538,43,43,43,43,43,43,43,116.03,Chehalis River,Coho salmon,Migration only,71.34,260,17100103006106,460,0.64761299,596.96,5,4,Y,Y,"c(-123.0075246, 46.64291313)"
WARCO_RCO_02-1447 R,WARCO_RCO_02-1447 R-WS-1730,2007,WA,MIDDLE WYNOOCHEE RIVER,WYNOOCHEE RIVER,LOWER CHEHALIS,WASHINGTON COASTAL,WA RCO,315279.1543264942,TRUE,53027,Grays Harbor,53,0.05777531820697288,0,0,0.07758716104039845,0.1630879911455451,0.043995572772551186,0.1754288876591035,0.028278915329275043,0.016657443276148313,0.042667404537908134,0.016989485334809075,0.023519645821804096,0,0.025124515771997785,0,0.14554510237963475,0.01322634200332042,0.12412838959601549,0.04598782512451577,41,41,41,41,41,41,41,38.36,NA,Coho salmon,Migration only,38.36,553,17100104000411,460,1.45794582,32.22,6,5,Y,Y,"c(-123.6747794, 47.09959565)"
WARCO_RCO_02-1458 P,WARCO_RCO_02-1458 P-WS-1731,2004,WA,UPPER WILLAPA RIVER,WILLAPA RIVER,WILLAPA BAY,WASHINGTON COASTAL,WA RCO,73217.8346879313,TRUE,53049,Pacific,53,0.05504807692307692,0,0,0.04423076923076923,0.21009615384615385,0,0.14735576923076923,0,0.006490384615384616,0.03533653846153846,0.008894230769230769,0.023798076923076922,0,0.01875,NA,0.18245192307692307,0.030528846153846153,0.18509615384615385,0.051923076923076926,42,42,42,42,42,42,42,21.63,Oxbow Creek,Steelhead,Spawning and rearing,21.63,481,17100106000668,460,1.21912754,7.98,6,5,Y,Y,"c(-123.6380782, 46.5779958)"
WARCO_RCO_02-1483 R,WARCO_RCO_02-1483 R-WS-1742,2007,WA,BEATTY CREEK-FRONTAL ELD INLET,MCLANE CREEK-FRONTAL PUGET SOUND,PUGET SOUND,PUGET SOUND,WA RCO,110059.5195893277,TRUE,53067,Thurston,53,0.006451812063962462,0.0010495770821757117,0.0025467679199851823,0.07816262270790887,0.04778662715317651,0.03162622707908872,0.18960301290362414,0.02571463851330493,0,0.04439093659319627,0.019123911835525097,0.07995307773044391,0.011344693461752176,0.05088905352843119,0.020513057973698835,0.17443045008334876,0.034836698153979134,0.1187565598567636,0.0628202753596345,52,52,52,52,52,52,52,24.84,NA,Chinook salmon,Migration only,24.85,853,17110019000798,460,2.77044058,93.28,6,5,Y,Y,"c(-122.9836093, 47.02934619)"
WARCO_RCO_02-1494 R,WARCO_RCO_02-1494 R-WS-1745,2005,WA,COLEMANT CREEK,WILSON CREEK-CHERRY CREEK,UPPER YAKIMA,YAKIMA,WA RCO,819229.5342147636,TRUE,53037,Kittitas,53,0.006561962134251291,0,0,0.0963855421686747,0.050989672977624786,0.03657487091222031,0.2148235800344234,0.03216437177280551,0.027216006884681582,0.018072289156626505,0.02302065404475043,0.026462994836488812,0,0.01721170395869191,0.005593803786574871,0.13478915662650603,0.08336919104991394,0.17932444061962136,0.04743975903614458,81,81,81,81,81,81,81,12.98,Coleman Creek,Steelhead,Rearing and migration,12.98,887.93,17030001000176,460,0.446834,298.87,7,5,N,Y,"c(-120.4922673, 46.9491197)"
WARCO_RCO_02-1518 P,WARCO_RCO_02-1518 P-WS-1750,2007,WA,BASKET CREEK-EAST FORK LEWIS RIVER,EAST FORK LEWIS RIVER,LEWIS,LOWER COLUMBIA,WA RCO,292284.15328932495,TRUE,53011,Clark,53,0.0011253715444221088,0.004149270656151745,0,0.11223648265553322,0.12638523787433636,0.03438826177344811,0.145121385495593,0.027696166864250985,0.02510179887634658,0.043425596618730994,0.022206759101764513,0.053356356201570365,0.02887308214353212,0.05838187035032558,0.00804082263800835,0.1510059618919987,0.01839252272219645,0.0940673161177259,0.04604573647406491,42,42,42,42,42,42,42,56.48,East Fork Lewis River,Steelhead,Rearing and migration,56.48,154,17080002000060,558,4.9095192,92.43,6,5,Y,Y,"c(-122.3658209, 45.81504449)"
WARCO_RCO_02-1519 P,WARCO_RCO_02-1519 P-WS-1751,2004,WA,DEEP RIVER-FRONTAL COLUMBIA RIVER,WALLACUT RIVER-FRONTAL COLUMBIA RIVER,LOWER COLUMBIA,LOWER COLUMBIA,WA RCO,46733.71806235476,TRUE,53069,Wahkiakum,53,0.29577464788732394,0,NA,0.08651911468812877,0.12877263581488935,NA,0.0925553319919517,0,0,0.026156941649899398,0.014084507042253521,0,NA,0.02414486921529175,NA,0.24346076458752516,0.008048289738430584,0.08048289738430583,0,52,52,52,52,52,52,52,57.46,Hendrickson Creek,Steelhead,Migration only,57.46,64,17080006000239,460,0.39065722,328.15,7,5,N,Y,"c(-123.671312, 46.36191205)"
WARCO_RCO_02-1530 R,WARCO_RCO_02-1530 R-WS-1760,2007,WA,SALMON RIVER,QUEETS RIVER,QUEETS-QUINAULT,WASHINGTON COASTAL,WA RCO,258854.57778498632,TRUE,53027,Grays Harbor,53,0.05777531820697288,0,0,0.07758716104039845,0.1630879911455451,0.043995572772551186,0.1754288876591035,0.028278915329275043,0.016657443276148313,0.042667404537908134,0.016989485334809075,0.023519645821804096,0,0.025124515771997785,0,0.14554510237963475,0.01322634200332042,0.12412838959601549,0.04598782512451577,42,42,42,42,42,42,42,119.98,South Fork Salmon River,Steelhead,Migration only,84.65,175,17100102032794,460,0.87203223,90.18,7,5,N,Y,"c(-124.0385935, 47.50212373)"
WARCO_RCO_02-1574 R,WARCO_RCO_02-1574 R-WS-1777,2006,WA,CRANBERRY CREEK-FRONTAL OAKLAND BAY,GOLDSBOROUGH CREEK-FRONTAL PUGET SOUND,PUGET SOUND,PUGET SOUND,WA RCO,422580.9247338691,TRUE,53045,Mason,53,0.02391732283464567,0,0,0.07746062992125985,0.1549212598425197,0.04143700787401575,0.18523622047244095,0.019389763779527558,0.011318897637795276,0.0343503937007874,0.028051181102362203,0.02076771653543307,0,0.027263779527559054,0.007578740157480315,0.14714566929133857,0.08818897637795275,0.08474409448818898,0.04822834645669291,21,21,21,21,21,21,21,60.88,Malaney Creek,Steelhead,Migration only,15.25,1331,17110019004940,460,1.24090338,5.78,6,5,Y,Y,"c(-123.0107114, 47.24929021)"
WARCO_RCO_02-1579 R,WARCO_RCO_02-1579 R-WS-1779,2004,WA,SOUTH PRAIRIE CREEK,CARBON RIVER,PUYALLUP,PUGET SOUND,WA RCO,229099.59864579525,TRUE,53053,Pierce,53,0.0013460449486182152,0.001053628287366672,0.00268280682862527,0.08561310026642407,0.08633717961809456,0.049102791418731376,0.16366978268336382,0.03696982074394512,0.01669559889717145,0.042971324601060124,0.02542632492596753,0.038255525746590795,0.01757284888092608,0.05328945536236458,0.03606008002005143,0.1699358539958969,0.021921966525254587,0.0921669467059031,0.05892891954364435,41,41,41,41,41,41,41,17.84,South Fork South Prairie Creek,Chum salmon,Spawning and rearing,22.56,551.3,17110014005488,460,1.32442713,94.6,6,5,Y,Y,"c(-122.0697176, 47.13777316)"
WARCO_RCO_02-1581 R,WARCO_RCO_02-1581 R-WS-1780,2004,WA,LOWER HOKO RIVER,PYSHT RIVER-FRONTAL STRAIT OF JUAN DE FUCA,CRESCENT-HOKO,PUGET SOUND,WA RCO,103537.30690196171,TRUE,53009,Clallam,53,0.034583856877879494,0,0,0.0826901214623347,0.06689403458385688,0.02435230060431999,0.2012206067133369,0.03009633219649375,0.015616585891222402,0.03386585292885778,0.020881948184048347,0.03919104888410219,0,0.023574462992879793,0.01226590079578771,0.20828097887871716,0.024591635253993896,0.12965954646083888,0.052234787291330104,42,42,42,42,42,42,42,63.61,Brownes Creek,Steelhead,Migration only,63.61,304,17110021004309,460,4.53268337,146.71,6,5,N,Y,"c(-124.43939, 48.21097574)"
WARCO_RCO_02-1591 R,WARCO_RCO_02-1591 R-WS-1786,2004,WA,SKOOKUM CREEK-FRONTAL SKOOKUM INLET,GOLDSBOROUGH CREEK-FRONTAL PUGET SOUND,PUGET SOUND,PUGET SOUND,WA RCO,172727.82937963738,TRUE,53045,Mason,53,0.03218859798254562,0.006460387623257395,0,0.07911141335146775,0.1582228267029355,0.060523631417885075,0.19143148588915335,0.017907741131134535,0.012694094979032075,0.038308965204578944,0.039669046809475236,0.02232800634704749,0,0.025161509690581434,0.0070270882919641845,0.15856284710415958,0,0.10087271902980846,0.049529638444973365,21,21,21,21,21,21,21,30.15,Kamilche Creek,Chum salmon,Migration only,30.15,22,17110019001388,460,0.96110493,2.11,7,5,Y,Y,"c(-123.1378489, 47.10927439)"
WARCO_RCO_04-1016 R,WARCO_RCO_04-1016 R-WS-2158,2010,WA,TOWN OF BLYN-FRONTAL SEQUIM BAY,JIMMYCOMELATELY CREEK-FRONTAL SEQUIM BAY,DUNGENESS-ELWHA,PUGET SOUND,WA RCO,60314.977253522775,TRUE,53009,Clallam,53,0.022751015670342427,0,0.001334881021474173,0.08015089959373187,0.09245502031340685,0.01874637260591991,0.19048171793383634,0.027336041787579802,0,0.03459082994776552,0.016715031921067904,0.04503772489843297,0,0.021009866511897853,0.006964596633778294,0.23319791062100986,0.029251305861868835,0.12362159024956472,0.056355194428322694,42,42,42,42,42,42,42,1363.05,NA,Coho salmon,Migration only,23.83,1133.31,17110020000350,460,7.56652689,243.08,6,5,Y,Y,"c(-122.9738947, 48.03381188)"
WARCO_RCO_04-1389 P,WARCO_RCO_04-1389 P-WS-2467,2009,WA,SOUTH PUGET SOUND,OLLALA VALLEY-FRONTAL PUGET SOUND,PUGET SOUND,PUGET SOUND,WA RCO,71113.92777914324,TRUE,53067,Thurston,53,0.005768039025630433,0,0,0.0673096785470262,0.04175869575580379,0.035132601337930815,0.18815247962118442,0.022674908235742773,0,0.04306166875883877,0.015460886975036944,0.08512227289339457,0.0042108273878569275,0.04857546914973067,0.023278724993246788,0.17931768706402046,0.041997044475871166,0.13072632799961864,0.06745268777906663,11,11,11,11,11,11,11,3993.16,NA,Coho salmon,Migration only,690.67,5955,17110019019865,566,0,775.49,7,5,Y,Y,"c(-122.9173282, 47.13954944)"
WARCO_RCO_04-1530 R,WARCO_RCO_04-1530 R-WS-9935,2008,WA,WILDCAT CREEK,CLOQUALLAM CREEK-CHEHALIS RIVER,LOWER CHEHALIS,WASHINGTON COASTAL,WA RCO,82627.4032365473,TRUE,53027,Grays Harbor,53,0.05107074458824212,0,0,0.08455690325575997,0.16627009459694736,0.047762753177412805,0.18455109976205675,0.02588358191631362,0.014392664383959143,0,0.017584585920724274,0.025593407231153154,0,0.03580755614880158,0,0.15170332540189194,0.013406070454413556,0.1313330625036272,0.050084150658696536,43,43,43,43,43,43,43,4.38,East Fork Wildcat Creek,Coho salmon,Rearing and migration,4.38,960,17100104000455,460,2.32973218,384.43,6,5,Y,Y,"c(-123.2225384, 47.07590415)"
WARCO_RCO_04-1544 R,WARCO_RCO_04-1544 R-WS-9886,2010,WA,LOWER COWEEMAN RIVER,COWEEMAN RIVER,LOWER COWLITZ,LOWER COLUMBIA,WA RCO,95749.39867491096,TRUE,53015,Cowlitz,53,0.024229301989895865,0.003127470185929821,0.0019933326459772487,0.0944427260542324,0.20307935525999243,0.04131010069766643,0.15128707426882496,0.029934357493899715,0.01312850122005705,0.02976251847269478,0.01347217926246692,0.028697116541224182,0.005120802831907069,0.025466542942571398,0.010104134446850191,0.18613602776918584,0.010585283706224009,0.0861944530363955,0.041928721174004195,71,71,71,71,71,71,71,236.52,Turner Creek,Steelhead,Migration only,2.96,157,17080005000854,460,0.64056343,62.01,6,5,Y,Y,"c(-122.8152993, 46.11444016)"
WARCO_RCO_04-1608 R,WARCO_RCO_04-1608 R-WS-2624,2008,WA,TOKUL CREEK,UPPER SNOQUALMIE RIVER,SNOQUALMIE,PUGET SOUND,WA RCO,44642.48364900373,TRUE,53033,King,53,0.0019409848187258822,3.9743974859625207e-4,0,0.06495274626244887,0.07712734246828569,0.06032488388751531,0.09801603623171662,0.04194468193266631,0.08090764147237563,0.04641356840816138,0.023424913926566076,0.0868322665619151,0.041696051020172376,0.08604478129260346,0.021727014349423483,0.11452919564664833,0.023648589319962103,0.08805231416225709,0.04201954848996003,43,43,43,43,43,43,43,127.22,Lake Creek,Steelhead,Migration only,127.22,857.07,17110010002137,460,2.07018018,88.48,6,5,Y,Y,"c(-121.8760887, 47.50413381)"
WARCO_RCO_04-1668 R,WARCO_RCO_04-1668 R-WS-2688,2007,WA,DECKER CREEK,SATSOP RIVER,LOWER CHEHALIS,WASHINGTON COASTAL,WA RCO,126332.74403265481,TRUE,53045,Mason,53,0.030013642564802184,0.004547521600727604,0,0.0770350159163256,0.15552523874488403,0.048931332423829015,0.16743974533879036,0.019918144611186902,0.012005457025920874,0.03465211459754434,0.025648021828103683,0.02064574806730332,0,0.023101409731696224,0,0.14452023647112325,0.09104138244656662,0.09813551614370168,0.046839472487494316,21,21,21,21,21,21,21,23.78,Petersen Creek,Coho salmon,Spawning and rearing,23.78,1780.05,17100104000349,460,0.18665817,2.59,6,5,Y,Y,"c(-123.4265669, 47.26322126)"
WARCO_RCO_04-1669 R,WARCO_RCO_04-1669 R-WS-2689,2006,WA,LOWER EAST FORK SATSOP RIVER,SATSOP RIVER,LOWER CHEHALIS,WASHINGTON COASTAL,WA RCO,191435.35828810147,TRUE,53045,Mason,53,0.02391732283464567,0,0,0.07746062992125985,0.1549212598425197,0.04143700787401575,0.18523622047244095,0.019389763779527558,0.011318897637795276,0.0343503937007874,0.028051181102362203,0.02076771653543307,0,0.027263779527559054,0.007578740157480315,0.14714566929133857,0.08818897637795275,0.08474409448818898,0.04822834645669291,21,21,21,21,21,21,21,20.95,NA,Coho salmon,Migration only,20.95,284.1,17100104007242,460,0.98095453,6.03,5,4,Y,Y,"c(-123.4124684, 47.10129477)"
WARCO_RCO_04-1670 R,WARCO_RCO_04-1670 R-WS-2690,2006,WA,STEARNS CREEK,SOUTH FORK CHEHALIS RIVER-CHEHALIS RIVER,UPPER CHEHALIS,WASHINGTON COASTAL,WA RCO,45130.34051680061,TRUE,53041,Lewis,53,0.03849976460741748,0,0.015483600983417901,0.05686038604383533,0.17900298163937856,0.03483810221269028,0.19956060051263275,0.05780195637390804,0,0.025056232672490453,0,0.029607155934508553,0,0.05204791546790814,0,0.16168854945859706,0,0.1053512580425799,0.04420149605063556,81,81,81,81,81,81,81,86.53,Stearns Creek,Coho salmon,Migration only,86.53,1206,17100103000220,460,2.65919113,317.99,6,5,Y,Y,"c(-123.011916, 46.60960451)"
WARCO_RCO_04-1689 R,WARCO_RCO_04-1689 R-WS-2717,2007,WA,NORTH FORK NEWAUKUM RIVER,NEWAUKUM RIVER,UPPER CHEHALIS,WASHINGTON COASTAL,WA RCO,423167.73074127536,TRUE,53041,Lewis,53,0.03911681190639381,0,0,0.064966219524135907,0.18735924801723294,0.03789288162146284,0.1923528835797513,0.05894448252227553,0.012435131694898658,0.022226573974346422,0.018799569176539705,0.02310780377949672,0.0011260158621364928,0.03823558210124351,0.005874865367668658,0.14212278468618428,0.010623714873200822,0.10271222951140703,0.04210320180162538,21,21,21,21,21,21,21,15.46,Lucas Creek,Chinook salmon,Migration only,15.46,223,17100103000365,460,0.94737887,2.84,6,5,N,Y,"c(-122.6993089, 46.64256077)"
WARCO_RCO_04-1695 R,WARCO_RCO_04-1695 R-WS-2722,2008,WA,WEST FORK HOQUIAM RIVER,HOQUIAM RIVER-FRONTAL GRAYS HARBOR,GRAYS HARBOR,WASHINGTON COASTAL,WA RCO,391451.9466214156,TRUE,53027,Grays Harbor,53,0.05107074458824212,0,0,0.08455690325575997,0.16627009459694736,0.047762753177412805,0.18455109976205675,0.02588358191631362,0.014392664383959143,0,0.017584585920724274,0.025593407231153154,0,0.03580755614880158,0,0.15170332540189194,0.013406070454413556,0.1313330625036272,0.050084150658696536,90,90,90,90,90,90,90,37.55,Polson Creek,Coho salmon,Migration only,37.55,712,17100105000291,460,0,3.28,6,5,Y,Y,"c(-123.943187, 47.05650312)"
WARCO_RCO_04-1703 R,WARCO_RCO_04-1703 R-WS-2729,2008,WA,QUINAULT LAKE,UPPER QUINAULT RIVER,QUEETS-QUINAULT,WASHINGTON COASTAL,WA RCO,4908.608626161658,TRUE,53027,Grays Harbor,53,0.05107074458824212,0,0,0.08455690325575997,0.16627009459694736,0.047762753177412805,0.18455109976205675,0.02588358191631362,0.014392664383959143,0,0.017584585920724274,0.025593407231153154,0,0.03580755614880158,0,0.15170332540189194,0.013406070454413556,0.1313330625036272,0.050084150658696536,21,21,21,21,21,21,21,38.54,McCormick Creek,Sockeye salmon,Migration only,38.54,2089.47,17100102018326,460,2.16623616,12.93,6,5,Y,Y,"c(-123.8754599, 47.48583408)"
WARCO_RCO_04-1704 R,WARCO_RCO_04-1704 R-WS-2730,2010,WA,JOE CREEK-QUINAULT RIVER,LOWER QUINAULT RIVER,QUEETS-QUINAULT,WASHINGTON COASTAL,WA RCO,243172.37093128212,FALSE,53027,Grays Harbor,53,0.04173506755903523,0,0,0.06351812097487057,0.1521656774845309,0.03365323904533401,0.18613461295618133,0.02392978911478722,0.014269478469503724,0.04318727112009092,0.01685818916529865,0.02778128551584796,0.0015784821315822704,0.027213031948478343,0,0.17792650587195352,0.011870185629498674,0.12848844551079683,0.04969061750220988,42,42,42,42,42,42,42,769.89,Ten O Clock Creek,Steelhead,Migration only,12.77,411,17100102034083,460,2.76086044,537.7,6,5,N,Y,"c(-124.0114751, 47.45856984)"
WARCO_RCO_04-1722 R,WARCO_RCO_04-1722 R-WS-2752,2004,WA,FENNEL CREEK-PUYALLUP RIVER,LOWER PUYALLUP RIVER,PUYALLUP,PUGET SOUND,WA RCO,56586.45323393062,TRUE,53053,Pierce,53,0.0013460449486182152,0.001053628287366672,0.00268280682862527,0.08561310026642407,0.08633717961809456,0.049102791418731376,0.16366978268336382,0.03696982074394512,0.01669559889717145,0.042971324601060124,0.02542632492596753,0.038255525746590795,0.01757284888092608,0.05328945536236458,0.03606008002005143,0.1699358539958969,0.021921966525254587,0.0921669467059031,0.05892891954364435,43,43,43,43,43,43,43,480.79,NA,Coho salmon,Migration only,71.4,656,17110014016224,460,4.22902203,67.39,7,5,Y,Y,"c(-122.1960284, 47.17368208)"
WARCO_RCO_04-1752 R,WARCO_RCO_04-1752 R-WS-10010,2012,WA,DEER CREEK,CHEWELAH CREEK-COLVILLE RIVER,COLVILLE,UPPER COLUMBIA,WA RCO,147069.88522776534,TRUE,53065,Stevens,53,0.030865210967000494,0,0,0.058118535544245606,0.15104252175340666,0.029880151042521754,0.1989821047447053,0.03201444754555902,0.012477425710064029,0.034969627318995236,0,0.03529798062715482,0,0.013790838942702348,0,0.26678706287965853,0,0.08881956985716631,0.046954523066819895,42,42,42,42,42,42,42,-999.99,NA,NA,NA,0.63,650,17020003000140,460,8.27522373,231.13,6,5,N,Y,"c(-117.9456973, 48.17389917)"
WARCO_RCO_04-1755 R,WARCO_RCO_04-1755 R-WS-2759,2005,WA,INDEPENDENCE CREEK,INDEPENDENCE CREEK-CHEHALIS RIVER,UPPER CHEHALIS,WASHINGTON COASTAL,WA RCO,38554.8205537395,TRUE,53041,Lewis,53,0.04574634514754275,0,0.015482548416680153,0.05313696930463398,0.16129902357447268,0.03118088148028268,0.19938501375627124,0.060311808814802824,0.015050979122835411,0.02600204995414576,0.018341694988401575,0.02373631116146086,0,0.04655553757350164,0,0.15687543831256406,0,0.10260559961158763,0.04428979878081674,90,90,90,90,90,90,90,8.28,Independence Creek,Coho salmon,Rearing and migration,2.41,566.02,17100103000047,460,0.95769185,44,5,5,Y,Y,"c(-123.25352, 46.76159)"
WARCO_RCO_04-1904 R,WARCO_RCO_04-1904 R-WS-2888,2008,WA,UPPER WISHKAH RIVER,WISHKAH RIVER,LOWER CHEHALIS,WASHINGTON COASTAL,WA RCO,117266.07387689411,TRUE,53027,Grays Harbor,53,0.05107074458824212,0,0,0.08455690325575997,0.16627009459694736,0.047762753177412805,0.18455109976205675,0.02588358191631362,0.014392664383959143,0,0.017584585920724274,0.025593407231153154,0,0.03580755614880158,0,0.15170332540189194,0.013406070454413556,0.1313330625036272,0.050084150658696536,81,81,81,52,52,52,81,372.95,Wishkah River,Coho salmon,Spawning and rearing,72.68,221.45,17100104019308,460,0.43995047,95.34,6,5,Y,Y,"c(-123.7670281, 47.11697877)"
WARCO_RCO_05-1004 R,WARCO_RCO_05-1004 R-WS-10052,2010,WA,FRENCH CREEK,LOWER METHOW RIVER,METHOW,UPPER COLUMBIA,WA RCO,78168.61955232071,TRUE,53047,Okanogan,53,0.03687882671223124,0,0.005410793108358252,0.06706535668517727,0,0.05738288480706251,0.2641321372632778,0,0.021073615264132137,0.03559732308130428,0.021643172433433007,0.036594048127580804,0,0.022212729602733874,0.004841235939057383,0.28449380606578384,0,0.14267407090986758,0,42,42,42,42,42,42,42,-999.99,NA,NA,NA,1.38,1641,17020008000779,460,4.89407301,691.39,6,5,N,Y,"c(-119.938021, 48.21446092)"
WARCO_RCO_05-1191 R,WARCO_RCO_05-1191 R-WS-10042,2008,WA,LITTLE MASHEL RIVER,MIDDLE NISQUALLY RIVER,NISQUALLY,PUGET SOUND,WA RCO,54249.323449722266,TRUE,53053,Pierce,53,0.0011002924674463103,0.001460314635103375,0.0024635224730691282,0.09300302984947838,0.07808031325973779,0.05256323647793145,0.1430825178898656,0.05073076409648594,0.017111165945948133,0.04903582827347122,0.021051183825700728,0.037575796801870495,0.016289991788258424,0.06822622336746127,0.029643173534730005,0.1649022883656207,0.02330435626822865,0.09907081919201317,0.05130518148757923,90,90,90,90,90,90,90,1489.11,Beaver Creek,Coho salmon,Migration only,4.47,676,17110015001317,460,0.65990949,115.78,6,5,Y,Y,"c(-122.1940122, 46.84092167)"
WARCO_RCO_05-1323 R,WARCO_RCO_05-1323 R-WS-10047,2010,WA,UPPER TILTON RIVER,TILTON RIVER,LOWER COWLITZ,LOWER COLUMBIA,WA RCO,307061.6068111761,TRUE,53041,Lewis,53,0.04818268103400145,0,0,0.04606107978337334,0.17514376640053597,0.028250795600468986,0.19172575512255038,0.06348054268326726,0.010161353358271454,0.022723466026464183,0.01691697839316621,0.027804142705599912,0.002344927698062643,0.03941711797219586,0,0.16872313103679304,0.012617944280051365,0.10166936519457316,0.044776952710624755,41,41,41,41,41,41,41,246.72,Tilton River,Coho salmon,Migration only,7.77,508,17080005011543,460,5.10016966,421.77,3,3,Y,Y,"c(-122.2141786, 46.62109822)"
WARCO_RCO_05-1340 R,WARCO_RCO_05-1340 R-WS-10096,2008,WA,MILL CREEK,WILLAPA RIVER,WILLAPA BAY,WASHINGTON COASTAL,WA RCO,169719.8435896117,TRUE,53049,Pacific,53,0.05543859649122807,0,0,0.07298245614035087,0.20046783625730993,0,0.1464327485380117,0,0,0.035789473684210524,0.018245614035087718,0,0,0.02502923976608187,NA,0.18923976608187135,0.03742690058479532,0.17099415204678362,0.047953216374269005,90,90,90,90,90,90,90,1.24,Mill Creek,Chinook salmon,Spawning and rearing,1.24,226,17100106000200,460,1.40271544,67.16,5,5,N,Y,"c(-123.5972648, 46.62576287)"
WARCO_RCO_05-1348 R,WARCO_RCO_05-1348 R-WS-3142,2006,WA,DAKOTA CREEK-FRONTAL DRAYTON HARBOR,CALIFORNIA CREEK-FRONTAL SEMIAHMOO BAY,STRAIT OF GEORGIA,PUGET SOUND,WA RCO,35481.5674010909,TRUE,53073,Whatcom,53,0.0038169551683826532,0.0016338258285327962,0.002267637572360174,0.11784673023563712,0.13387512500176058,0.05543740052676798,0.15041056916294596,0.02805673319342526,0.020450992267496724,0.03825405991633685,0.018746742911872,0.053395118241101984,0.005436696291497063,0.03628220115776278,0.012901590163241735,0.12548064057240244,0.02725390498457725,0.12012845251341568,0.04832462429048297,90,90,90,90,90,90,90,12.77,North Fork Dakota Creek,Coho salmon,Rearing and migration,12.77,819.82,17110002000154,460,0.85374701,165.9,5,5,Y,Y,"c(-122.6100046, 48.98025403)"
